country,comid,latitude,longitude,alert
ecu,9032388,-2.57525,-76.65576,R0
ecu,9032405,-2.57238,-78.83587,R0
ecu,9032419,-2.57092,-79.65795,R0
ecu,9032436,-2.56155,-79.59507,R0
ecu,9032440,-2.58956,-79.6691,R0
ecu,9032447,-2.55523,-78.66145,R0
ecu,9032448,-2.57493,-78.58898,R0
ecu,9032450,-2.57591,-79.36929,R0
ecu,9032460,-2.58775,-79.69886,R0
ecu,9032461,-2.56101,-77.83157,R0
ecu,9032467,-2.54132,-77.77835,R0
ecu,9032480,-2.5991,-78.18534,R0
ecu,9032481,-2.56391,-78.15466,R0
ecu,9032482,-2.55056,-77.50053,R0
ecu,9032483,-2.56692,-77.4599,R0
ecu,9032490,-2.58108,-77.27918,R0
ecu,9032491,-2.53072,-77.25218,R0
ecu,9032494,-2.58171,-76.70761,R0
ecu,9032495,-2.59201,-78.87302,R2
ecu,9032512,-2.58276,-79.55207,R0
ecu,9032513,-2.60978,-79.56932,R0
ecu,9032516,-2.56627,-80.3093,R0
ecu,9032552,-2.60844,-78.6222,R0
ecu,9032557,-2.59459,-78.53504,R0
ecu,9032558,-2.61433,-78.18763,R0
ecu,9032586,-2.61723,-79.61775,R0
ecu,9032587,-2.56056,-79.24104,R0
ecu,9032588,-2.62396,-78.66101,R0
ecu,9032658,-2.61441,-78.43093,R0
ecu,9032659,-2.64955,-78.3732,R0
ecu,9032706,-2.64914,-79.63908,R0
ecu,9032713,-2.6058,-79.30846,R0
ecu,9032746,-2.65358,-76.94196,R0
ecu,9032747,-2.67507,-76.89009,R0
ecu,9032751,-2.64654,-77.09978,R0
ecu,9032761,-2.65393,-78.19967,R0
ecu,9032762,-2.41209,-77.2631,R0
ecu,9032773,-2.64891,-78.15334,R0
ecu,9032809,-2.68265,-79.63819,R0
ecu,9032810,-2.67542,-78.2399,R0
ecu,9032811,-2.68979,-78.21644,R0
ecu,9032822,-2.63717,-77.07355,R0
ecu,9032832,-2.69517,-77.06173,R0
ecu,9032839,-2.68468,-79.7008,R0
ecu,9032859,-2.70582,-79.71025,R0
ecu,9032911,-2.67373,-78.62308,R0
ecu,9032955,-2.47248,-77.41491,R0
ecu,9032973,-2.72087,-79.75366,R0
ecu,9033004,-2.68922,-77.33817,R0
ecu,9033012,-2.70283,-78.3444,R0
ecu,9033058,-2.75421,-78.28645,R0
ecu,9033059,-2.72913,-78.2477,R0
ecu,9033092,-2.6874,-77.48722,R0
ecu,9033133,-2.76668,-78.4861,R0
ecu,9033134,-2.74418,-78.38324,R0
ecu,9033160,-2.73182,-78.20081,R0
ecu,9033170,-2.69085,-77.54121,R10
ecu,9033183,-2.77876,-77.54025,R0
ecu,9033185,-2.7667,-77.45978,R0
ecu,9033249,-2.78259,-78.28186,R0
ecu,9033256,-2.66667,-79.41696,R0
ecu,9033271,-2.5808,-77.70587,R2
ecu,9033278,-2.79509,-77.60831,R0
ecu,9033331,-2.75458,-78.86924,R10
ecu,9033344,-2.82451,-78.90385,R100
ecu,9033369,-2.8338,-78.87596,R25
ecu,9033410,-2.84464,-78.85895,R25
ecu,9033412,-2.83333,-79.60067,R0
ecu,9033416,-2.79686,-77.71271,R10
ecu,9033417,-2.83158,-77.67928,R0
ecu,9033425,-2.85512,-79.61223,R0
ecu,9033441,-2.77699,-78.72442,R2
ecu,9033449,-2.85764,-78.81117,R10
ecu,9033462,-2.84002,-79.1209,R0
ecu,9033468,-2.86752,-79.09148,R2
ecu,9033472,-2.80092,-78.64568,R2
ecu,9033483,-2.86922,-78.50428,R2
ecu,9033484,-2.83066,-78.46624,R0
ecu,9033487,-2.86265,-77.69259,R0
ecu,9033497,-2.86689,-77.93814,R0
ecu,9033511,-2.87577,-77.67214,R0
ecu,9033537,-2.78596,-78.9984,R100
ecu,9033538,-2.85644,-78.9159,R10
ecu,9033539,-2.83604,-77.93169,R0
ecu,9033540,-2.88358,-77.90469,R0
ecu,9033541,-2.78152,-77.89842,R0
ecu,9033547,-2.88084,-77.92424,R0
ecu,9033576,-2.88714,-79.52034,R0
ecu,9033577,-2.87618,-78.76863,R0
ecu,9033592,-2.84152,-79.72522,R0
ecu,9033641,-2.89806,-79.5626,R0
ecu,9033642,-2.76375,-77.77925,R0
ecu,9033645,-2.88965,-79.03876,R2
ecu,9033646,-2.89826,-78.97258,R10
ecu,9033647,-2.90081,-78.75241,R0
ecu,9033651,-2.91154,-79.59499,R0
ecu,9033652,-2.89644,-77.71057,R0
ecu,9033671,-2.91531,-78.99965,R25
ecu,9033674,-2.85118,-78.25657,R0
ecu,9033693,-2.92203,-78.25995,R0
ecu,9033697,-2.90895,-79.46124,R0
ecu,9033751,-2.86653,-78.35966,R0
ecu,9033755,-2.91799,-78.78595,R0
ecu,9033759,-2.92427,-79.71057,R0
ecu,9033762,-2.91652,-77.89862,R0
ecu,9033763,-2.92808,-77.87768,R10
ecu,9033772,-2.92419,-79.83673,R0
ecu,9033811,-2.91606,-78.49045,R0
ecu,9033820,-2.96083,-79.04987,R100
ecu,9033821,-2.93284,-79.03544,R100
ecu,9033833,-2.96166,-78.52249,R0
ecu,9033834,-2.90828,-78.02073,R0
ecu,9033925,-2.95276,-78.24238,R0
ecu,9033926,-2.9747,-78.21668,R0
ecu,9033982,-2.99374,-79.83892,R0
ecu,9033983,-2.95156,-77.71846,R0
ecu,9033987,-2.98815,-79.7904,R0
ecu,9033988,-2.93868,-79.15455,R0
ecu,9033990,-2.97213,-77.86358,R0
ecu,9034018,-2.97233,-78.77717,R0
ecu,9034023,-2.99584,-78.22316,R0
ecu,9034027,-3.00264,-77.71,R10
ecu,9034033,-2.97442,-78.80267,R0
ecu,9034038,-2.98277,-79.67123,R0
ecu,9034058,-2.92999,-77.60912,R0
ecu,9034065,-2.9946,-78.53437,R0
ecu,9034074,-2.92853,-78.90703,R5
ecu,9034086,-3.01066,-77.69097,R0
ecu,9034111,-3.01989,-79.58432,R0
ecu,9034146,-3.02223,-78.21673,R0
ecu,9034184,-3.02292,-79.54069,R0
ecu,9034202,-3.04744,-79.50349,R0
ecu,9034206,-3.04834,-79.49044,R0
ecu,9034207,-3.02183,-77.92637,R0
ecu,9034237,-3.04163,-78.09307,R0
ecu,9034255,-3.06116,-78.50253,R0
ecu,9034278,-3.04055,-79.81311,R0
ecu,9034311,-3.02416,-79.05136,R100
ecu,9034353,-3.07552,-79.82111,R0
ecu,9034360,-3.07169,-78.44204,R0
ecu,9034361,-3.04461,-78.30557,R0
ecu,9034378,-3.03327,-79.70353,R0
ecu,9034379,-3.08088,-78.51224,R2
ecu,9034522,-3.07487,-78.79158,R0
ecu,9034528,-3.09205,-78.00986,R0
ecu,9034573,-3.09062,-78.21329,R0
ecu,9034596,-3.14829,-78.21339,R0
ecu,9034717,-3.16197,-78.24516,R0
ecu,9034745,-3.12476,-79.83033,R0
ecu,9034754,-3.17393,-78.19277,R0
ecu,9034786,-3.19276,-79.7842,R0
ecu,9034795,-3.1019,-78.89007,R0
ecu,9034853,-3.15116,-78.41607,R0
ecu,9034920,-3.22118,-79.15544,R100
ecu,9034933,-3.2323,-79.16263,R100
ecu,9034960,-3.18451,-79.22216,R0
ecu,9034961,-3.2045,-79.17322,R25
ecu,9034994,-3.24473,-79.20773,R2
ecu,9034995,-3.24474,-79.18624,R100
ecu,9035035,-3.24169,-78.42429,R5
ecu,9035091,-3.24629,-79.78206,R0
ecu,9035127,-3.25541,-78.69462,R0
ecu,9035128,-3.23194,-78.64742,R0
ecu,9035148,-3.28883,-79.27736,R2
ecu,9035149,-3.2732,-79.24185,R25
ecu,9035193,-3.30182,-79.28121,R5
ecu,9035197,-3.23102,-78.2241,R0
ecu,9035212,-3.30291,-80.00228,R0
ecu,9035213,-3.30416,-78.20074,R0
ecu,9035244,-3.26575,-78.45951,R0
ecu,9035249,-3.22982,-79.42399,R0
ecu,9035250,-3.30876,-79.26414,R5
ecu,9035258,-3.27959,-78.52227,R0
ecu,9035276,-3.27989,-79.59762,R0
ecu,9035285,-3.31365,-79.53007,R0
ecu,9035291,-3.31908,-79.68052,R0
ecu,9035301,-3.32432,-79.60532,R0
ecu,9035303,-3.32337,-79.47051,R2
ecu,9035322,-3.26289,-79.90743,R0
ecu,9035323,-3.32072,-79.78748,R0
ecu,9035324,-3.3294,-78.84029,R0
ecu,9035343,-3.33526,-78.85156,R2
ecu,9035356,-3.32766,-79.30877,R5
ecu,9035366,-3.34099,-79.34784,R10
ecu,9035377,-3.33998,-79.42316,R2
ecu,9035378,-3.31908,-79.37595,R2
ecu,9035392,-3.3461,-79.37304,R5
ecu,9035434,-3.3115,-79.06242,R50
ecu,9035451,-3.34679,-79.46297,R0
ecu,9035466,-3.34091,-78.46787,R0
ecu,9035479,-3.36264,-79.10553,R100
ecu,9035504,-3.37291,-78.45386,R25
ecu,9035579,-3.35617,-79.69358,R0
ecu,9035631,-3.38651,-78.47862,R0
ecu,9035643,-3.38076,-79.14664,R100
ecu,9035683,-3.37008,-79.56173,R0
ecu,9035704,-3.41829,-79.92594,R0
ecu,9035723,-3.42134,-79.98779,R0
ecu,9035724,-3.36002,-78.63534,R0
ecu,9035736,-3.42803,-79.96046,R0
ecu,9035747,-3.42229,-78.56258,R0
ecu,9035769,-3.42349,-78.51236,R0
ecu,9035775,-3.42563,-79.16622,R25
ecu,9035786,-3.4283,-80.05372,R0
ecu,9035787,-3.43427,-80.0277,R0
ecu,9035800,-3.43683,-80.00095,R0
ecu,9035803,-3.43776,-78.57999,R0
ecu,9035810,-3.3769,-78.23288,R0
ecu,9035847,-3.43956,-80.2516,R0
ecu,9035855,-3.38485,-78.77716,R0
ecu,9035866,-3.46085,-78.76029,R0
ecu,9035869,-3.39508,-79.80088,R0
ecu,9035877,-3.46492,-79.75133,R0
ecu,9035892,-3.45748,-78.67489,R0
ecu,9035931,-3.40577,-79.30232,R5
ecu,9035932,-3.46054,-79.22914,R10
ecu,9035964,-3.43256,-79.12128,R2
ecu,9035982,-3.47594,-79.76238,R0
ecu,9036039,-3.48733,-79.279,R5
ecu,9036066,-3.43117,-79.39196,R0
ecu,9036107,-3.47551,-79.91203,R0
ecu,9036108,-3.47536,-79.16578,R5
ecu,9036156,-3.47166,-78.49395,R0
ecu,9036178,-3.48863,-79.00353,R2
ecu,9036179,-3.50246,-78.92817,R0
ecu,9036292,-3.54761,-78.94641,R2
ecu,9036293,-3.55851,-78.93189,R2
ecu,9036320,-3.54766,-78.52369,R0
ecu,9036338,-3.53969,-78.46044,R2
ecu,9036368,-3.49582,-80.13626,R2
ecu,9036369,-3.5169,-79.94888,R0
ecu,9036461,-3.58982,-78.52315,R0
ecu,9036486,-3.5321,-80.22218,R0
ecu,9036500,-3.61054,-78.54961,R0
ecu,9036512,-3.5571,-79.2444,R5
ecu,9036525,-3.5658,-78.6398,R0
ecu,9036537,-3.55729,-79.29919,R2
ecu,9036595,-3.62875,-78.56903,R5
ecu,9036618,-3.63686,-79.54684,R0
ecu,9036627,-3.64721,-79.53724,R0
ecu,9036633,-3.60802,-78.93338,R2
ecu,9036640,-3.64952,-78.93111,R5
ecu,9036652,-3.63143,-80.18803,R0
ecu,9036653,-3.58432,-79.9748,R0
ecu,9036717,-3.6551,-78.96223,R25
ecu,9036733,-3.64316,-78.99424,R5
ecu,9036748,-3.66888,-80.10612,R0
ecu,9036751,-3.66645,-80.1597,R0
ecu,9036793,-3.66932,-80.19273,R0
ecu,9036893,-3.68994,-80.11798,R0
ecu,9036976,-3.64694,-79.63874,R0
ecu,9036977,-3.68888,-79.58984,R0
ecu,9037080,-3.70663,-79.52763,R0
ecu,9037137,-3.70244,-78.58089,R0
ecu,9037150,-3.6834,-78.49517,R0
ecu,9037157,-3.74766,-79.64214,R0
ecu,9037158,-3.75785,-79.62807,R0
ecu,9037163,-3.73505,-78.74815,R0
ecu,9037172,-3.76331,-78.68624,R0
ecu,9037204,-3.76353,-78.95805,R5
ecu,9037205,-3.72016,-78.8941,R2
ecu,9037232,-3.77616,-78.50758,R2
ecu,9037238,-3.78229,-78.48837,R5
ecu,9037300,-3.78693,-79.55588,R0
ecu,9037340,-3.80865,-79.25751,R50
ecu,9037341,-3.78554,-79.25159,R25
ecu,9037402,-3.81128,-79.87394,R0
ecu,9037404,-3.77751,-80.15549,R0
ecu,9037422,-3.80745,-78.50866,R2
ecu,9037431,-3.81634,-79.9361,R0
ecu,9037432,-3.79475,-79.68484,R0
ecu,9037435,-3.8271,-79.90931,R0
ecu,9037455,-3.7799,-79.7586,R0
ecu,9037456,-3.8326,-79.74015,R0
ecu,9037483,-3.83203,-79.68868,R0
ecu,9037489,-3.83105,-79.8363,R0
ecu,9037504,-3.84094,-79.7811,R0
ecu,9037513,-3.8454,-79.80761,R0
ecu,9037540,-3.81652,-78.89617,R2
ecu,9037554,-3.80403,-78.55491,R0
ecu,9037560,-3.83898,-79.97443,R0
ecu,9037561,-3.85512,-78.89626,R100
ecu,9037587,-3.83426,-79.2248,R5
ecu,9037644,-3.86584,-80.01683,R0
ecu,9037669,-3.85124,-79.63846,R0
ecu,9037701,-3.82499,-78.75042,R0
ecu,9037712,-3.8548,-79.10965,R100
ecu,9037713,-3.87704,-79.08233,R100
ecu,9037746,-3.89294,-78.76789,R0
ecu,9037783,-3.87736,-79.14658,R50
ecu,9037784,-3.89702,-79.09214,R100
ecu,9037815,-3.85344,-79.58788,R0
ecu,9037858,-3.89102,-80.10407,R0
ecu,9037866,-3.92063,-80.16212,R0
ecu,9037867,-3.89182,-78.8704,R0
ecu,9037868,-3.9042,-78.80546,R0
ecu,9037875,-3.91657,-80.19209,R0
ecu,9037876,-3.92362,-80.17287,R0
ecu,9037879,-3.89656,-79.94501,R0
ecu,9037979,-3.92993,-79.0709,R50
ecu,9038004,-3.93954,-78.84021,R2
ecu,9038009,-3.91404,-80.02436,R0
ecu,9038076,-3.96398,-79.05872,R100
ecu,9038113,-3.97808,-80.39665,R0
ecu,9038114,-3.96868,-80.38815,R0
ecu,9038119,-3.91831,-79.21814,R50
ecu,9038155,-3.88688,-79.39015,R0
ecu,9038156,-3.96223,-79.34369,R10
ecu,9038185,-3.87879,-78.67601,R0
ecu,9038214,-4.0032,-79.39261,R2
ecu,9038242,-3.96965,-80.23783,R0
ecu,9038245,-3.99682,-80.34406,R0
ecu,9038261,-4.00852,-79.43421,R0
ecu,9038287,-4.01332,-78.6407,R0
ecu,9038295,-4.02014,-79.39371,R0
ecu,9038311,-4.03252,-79.37581,R100
ecu,9038312,-3.98617,-79.02025,R25
ecu,9038313,-4.01928,-78.64853,R0
ecu,9038337,-4.0363,-78.63757,R0
ecu,9038397,-4.00867,-78.88183,R2
ecu,9038443,-4.00901,-78.82907,R0
ecu,9038455,-4.04906,-80.24968,R0
ecu,9038463,-4.05159,-78.97556,R10
ecu,9038464,-4.05875,-78.93831,R10
ecu,9038511,-4.04278,-79.50737,R0
ecu,9038528,-4.0231,-80.44913,R0
ecu,9038529,-4.05375,-79.45111,R5
ecu,9038539,-4.05956,-79.05895,R10
ecu,9038638,-4.09462,-79.5272,R0
ecu,9038663,-4.05203,-79.7415,R0
ecu,9038808,-4.14536,-79.85503,R0
ecu,9038809,-4.13322,-79.82798,R0
ecu,9038824,-4.07613,-80.08629,R0
ecu,9038869,-4.12278,-78.98801,R0
ecu,9038916,-4.14244,-79.75007,R0
ecu,9038931,-4.12356,-79.57811,R0
ecu,9038959,-4.16672,-80.10412,R0
ecu,9038960,-4.17582,-79.64778,R0
ecu,9039037,-4.18598,-79.68856,R0
ecu,9039042,-4.16328,-80.40449,R0
ecu,9039050,-4.17236,-79.86323,R0
ecu,9039074,-4.20631,-79.9518,R0
ecu,9039095,-4.21128,-79.91659,R0
ecu,9039117,-4.13663,-78.93873,R0
ecu,9039157,-4.21831,-78.78792,R0
ecu,9039168,-4.21971,-79.95765,R0
ecu,9039212,-4.13196,-79.3419,R0
ecu,9039213,-4.20801,-79.2422,R25
ecu,9039219,-4.23578,-79.95294,R0
ecu,9039235,-4.24146,-79.29784,R0
ecu,9039260,-4.23701,-78.79662,R0
ecu,9039304,-4.24852,-79.25602,R0
ecu,9039382,-4.23866,-79.82466,R0
ecu,9039410,-4.24981,-80.06163,R0
ecu,9039419,-4.15867,-78.64673,R0
ecu,9039427,-4.23135,-79.58653,R0
ecu,9039428,-4.26763,-78.71837,R0
ecu,9039486,-4.30233,-80.2362,R0
ecu,9039494,-4.2302,-80.20697,R0
ecu,9039573,-4.30907,-78.65671,R0
ecu,9039686,-4.32122,-79.45301,R0
ecu,9039687,-4.34809,-79.42629,R2
ecu,9039727,-4.30624,-79.25953,R0
ecu,9039808,-4.32329,-80.06615,R0
ecu,9039840,-4.37152,-80.35067,R0
ecu,9039848,-4.3738,-79.22805,R5
ecu,9039853,-4.3625,-80.29124,R0
ecu,9039887,-4.39024,-79.94348,R0
ecu,9039888,-4.38986,-79.84962,R0
ecu,9039913,-4.38092,-79.432,R0
ecu,9039937,-4.34328,-80.20215,R0
ecu,9039938,-4.37781,-78.85861,R0
ecu,9039945,-4.40537,-79.4079,R2
ecu,9039976,-4.39004,-79.20584,R0
ecu,9040030,-4.41447,-80.28146,R0
ecu,9040045,-4.42143,-78.86067,R0
ecu,9040053,-4.41502,-79.63317,R0
ecu,9040072,-4.3968,-78.74912,R0
ecu,9040152,-4.39621,-78.65771,R0
ecu,9040178,-4.38945,-80.43282,R0
ecu,9040179,-4.42189,-80.3844,R0
ecu,9040195,-4.45199,-80.31726,R0
ecu,9040219,-4.43558,-79.47419,R0
ecu,9040285,-4.47735,-80.39658,R0
ecu,9040286,-4.47801,-80.36894,R0
ecu,9040299,-4.44659,-79.84992,R0
ecu,9040305,-4.46481,-79.71305,R0
ecu,9040319,-4.46321,-79.60132,R0
ecu,9040327,-4.4753,-79.45113,R2
ecu,9040404,-4.49515,-79.49742,R0
ecu,9040449,-4.51015,-79.56075,R0
ecu,9040462,-4.52405,-79.52613,R0
ecu,9040512,-4.42245,-79.04727,R0
ecu,9040531,-4.53228,-79.07644,R0
ecu,9040532,-4.53907,-79.07146,R0
ecu,9040574,-4.49366,-79.00345,R0
ecu,9040582,-4.49295,-78.75504,R0
ecu,9040588,-4.54634,-78.83819,R0
ecu,9040636,-4.51165,-78.67525,R0
ecu,9040677,-4.56127,-79.24936,R2
ecu,9040683,-4.5394,-79.48891,R0
ecu,9040704,-4.57277,-79.25254,R2
ecu,9040739,-4.58081,-79.46247,R0
ecu,9040740,-4.58271,-79.43696,R2
ecu,9040761,-4.57121,-78.83635,R0
ecu,9040770,-4.58818,-79.44201,R2
ecu,9040876,-4.59105,-79.22267,R2
ecu,9040917,-4.59417,-79.48889,R0
ecu,9040975,-4.60443,-79.12537,R0
ecu,9040980,-4.62236,-79.16042,R0
ecu,9041115,-4.64802,-79.24581,R0
ecu,9041285,-4.62265,-79.09752,R0
ecu,9041308,-4.6577,-79.00031,R0
ecu,9041336,-4.67865,-79.12652,R0
ecu,9041448,-4.73345,-79.11207,R0
ecu,9041449,-4.72622,-79.1,R0
ecu,9041463,-4.73297,-79.14015,R0
ecu,9041719,-4.77864,-79.09467,R0
ecu,9041720,-4.80369,-79.07998,R0
ecu,9041908,-4.82692,-79.08501,R0
ecu,9041914,-4.8194,-79.22498,R0
ecu,9042283,-4.90107,-79.08294,R0
ecu,9042284,-4.88496,-79.02926,R0
ecu,9042433,-4.91728,-79.30322,R0
ecu,9042468,-4.95298,-79.0695,R0
ecu,9042492,-4.97196,-79.0868,R0
ecu,9042498,-4.96645,-79.18208,R0
ecu,9042623,-4.98793,-79.06091,R0
ecu,9042663,-5.01129,-79.02919,R0
ecu,9042664,-4.95666,-78.99208,R0
col,9008280,5.795905057,-75.54642415,R0
col,9007827,5.940937729,-75.46577366,R0
col,9007954,5.902392775,-75.48170406,R0
col,9008060,5.850725862,-75.47746087,R0
col,9008413,5.689627238,-75.49634325,R0
col,9008530,5.614583187,-75.90288305,R0
col,9008509,5.663506758,-75.87724132,R0
col,9008308,5.738013086,-75.89126357,R0
col,9008658,5.577900079,-75.8758091,R0
col,9006110,6.877717098,-75.33201929,R2
col,9006153,6.893422972,-75.27930682,R2
col,9006016,6.905476887,-75.32924071,R2
col,9005950,6.939522698,-75.30330572,R2
col,9005875,6.96370126,-75.29553115,R2
col,9006273,6.801858853,-75.35549869,R0
col,9005262,7.3393623,-74.90017556,R0
col,9005154,7.363316047,-75.10099673,R0
col,9005145,7.37275213,-75.14636069,R0
col,9005253,7.339188099,-75.03419348,R0
col,9005160,7.366703942,-74.98232926,R0
col,9005099,7.389892511,-74.99278736,R0
col,9005552,7.212340468,-75.05797077,R0
col,9005421,7.223452568,-75.19342197,R0
col,9005366,7.239936427,-75.21455189,R0
col,9005332,7.250175267,-75.21268819,R0
col,9005281,7.285971167,-75.073741,R0
col,9005323,7.301056506,-75.18504687,R0
col,9005920,6.973427884,-75.22434939,R5
col,9005729,7.03579143,-75.20465067,R0
col,9005724,7.0556452,-75.24767913,R0
col,9005631,7.145172773,-75.29039797,R0
col,9005424,7.240823947,-75.27026927,R0
col,9007225,6.264962417,-75.84150523,R0
col,9007172,6.284276897,-75.86826886,R100
col,9008417,5.664194588,-75.07008546,R0
col,9008411,5.684240498,-75.10619475,R0
col,9007272,6.232451301,-75.85519623,R0
col,9007502,6.102083337,-75.85458334,R0
col,9007503,6.102358787,-75.82884396,R0
col,9008364,5.700150419,-75.92125325,R0
col,9008203,5.762741642,-75.90820541,R0
col,9007387,6.173266809,-75.93108928,R100
col,9007348,6.194034355,-75.94522687,R100
col,9007342,6.205899932,-75.88295025,R100
col,9008091,5.832400648,-75.97034144,R0
col,9005783,7.04593359,-75.66830493,R0
col,9005433,7.223617928,-75.50200847,R0
col,9006272,6.780826362,-75.89156969,R2
col,9006068,6.862787469,-75.87336114,R2
col,9005103,7.404112227,-75.07991048,R0
col,9005026,7.445708736,-75.07269228,R0
col,9005096,7.4060253639999996,-75.02260346,R0
col,9004443,7.848238727,-75.19886576,R0
col,9004699,7.627819865,-75.3143327,R0
col,9004806,7.59593506,-75.27934293,R0
col,9004680,7.670887058,-75.2421571,R0
col,9004739,7.577104275,-75.3559135,R0
col,9004439,7.740673805,-75.44738219,R0
col,9004698,7.610372629,-75.35876635,R0
col,9004417,7.830499692,-75.32636604,R2
col,9004614,7.703171111,-75.27129876,R0
col,9004715,7.58727644,-75.3452988,R0
col,9004522,7.715595891,-75.10470038,R0
col,9004509,7.706726173,-75.07417893,R0
col,9005777,7.021995022,-75.22323811,R2
col,9005849,6.996917777,-75.26229343,R2
col,9005688,7.066336711,-75.29654277,R0
col,9007256,6.325223773,-74.66001055,R0
col,9006968,6.401543148,-74.78946295,R0
col,9007592,6.102693392,-75.38177693,R2
col,9006532,6.712591106,-75.28324733,R0
col,9006249,6.800134785,-75.30807962,R2
col,9004954,7.473076966,-76.64686894,R0
col,9004933,7.477478447,-76.61994004,R0
col,9004766,7.565380061,-76.68245486,R0
col,9004582,7.670580824,-76.62677992,R0
col,9004593,7.702477679,-76.68955013,R0
col,9004577,7.705691745,-76.60386466,R0
col,9004765,7.64288437,-76.78356528,R0
col,9004395,7.768333336,-76.81708334,R0
col,9007666,6.03094325,-75.09841086,R0
col,9007676,6.034549386,-75.17912375,R0
col,9007826,5.939115476,-75.12612893,R0
col,9007825,5.972773718,-75.16502242,R0
col,9007164,6.286454293,-75.19537267,R5
col,9007490,6.16194308,-75.84653943,R0
col,9007515,6.101825038,-75.87431578,R100
col,9007780,5.95647437,-75.85359222,R100
col,9007779,5.982647695,-75.83771451,R0
col,9006740,6.541817135,-75.33914481,R0
col,9006861,6.491117936,-75.27652095,R0
col,9004964,7.459798114,-74.74973734,R0
col,9004982,7.450349005,-74.73231548,R0
col,9004965,7.464021459,-74.71769673,R0
col,9005006,7.4429476,-74.71226688,R0
col,9005094,7.400878483,-74.59163235,R0
col,9005047,7.422222072,-74.56898006,R0
col,9004418,7.770359726,-74.55198117,R0
col,9004328,7.805018862,-74.57600091,R0
col,9004832,7.583648196,-74.75389019,R0
col,9004662,7.654034159,-74.73204394,R0
col,9004463,7.726226799,-74.77511564,R0
col,9004456,7.741314294,-74.78793405,R0
col,9004448,7.744296602,-74.64741462,R0
col,9004429,7.763602685,-74.7153061,R0
col,9004401,7.778175575,-74.75563819,R0
col,9004452,7.738816939,-74.74617174,R0
col,9006629,6.569449488,-75.52446345,R0
col,9006727,6.542376976,-75.47896694,R0
col,9008218,5.759444782,-75.63276402,R0
col,9006197,6.812756254,-76.13045147,R0
col,9006531,6.728049625,-76.08730327,R0
col,9006708,6.53138915,-76.32939357,R0
col,9006597,6.634255485,-76.40732848,R0
col,9006443,6.723056634,-76.40569757,R0
col,9006490,6.681351427,-76.33460547,R0
col,9006557,6.663864451,-76.52203489,R0
col,9006752,6.537933227,-76.50595871,R0
col,9006599,6.601053909,-76.52660224,R0
col,9006577,6.606955689,-76.51465766,R0
col,9007623,6.064309129,-75.14110133,R0
col,9007661,6.07370649,-75.07439731,R0
col,9007356,6.221218294,-75.39970794,R2
col,9008185,5.811084301,-75.90515801,R0
col,9005704,7.060519849,-75.78982836,R0
col,9005641,7.1102514,-75.67008756,R0
col,9005432,7.258780004,-75.58379389,R0
col,9005539,7.165847652,-75.61303461,R0
col,9005538,7.176939594,-75.69205272,R0
col,9005427,7.232500644,-75.73558187,R0
col,9005429,7.210732416,-75.77945274,R0
col,9005360,7.247921233,-75.82040954,R0
col,9005502,7.194480502,-75.84357398,R0
col,9005041,7.426104628,-75.64659283,R0
col,9005114,7.399987182,-75.64535849,R0
col,9004914,7.485436213,-75.63259702,R0
col,9005025,7.454865821,-75.62482373,R0
col,9004923,7.484976029,-75.58695592,R0
col,9005012,7.522027976,-75.67671962,R0
col,9005283,7.308492815,-75.97458573,R0
col,9005169,7.355213913,-75.96657016,R0
col,9005194,7.331867073,-75.96238633,R0
col,9005315,7.277621049,-76.18465026,R10
col,9005328,7.274513541,-76.14659518,R5
col,9005362,7.240915534,-76.13253155,R2
col,9005393,7.234397514,-76.1464503,R10
col,9008172,5.803270097,-75.73811004,R5
col,9008180,5.808000734,-75.67789994,R0
col,9008240,5.74650314,-75.61069093,R0
col,9007856,5.934860224,-75.38024644,R0
col,9007932,5.900092641,-75.40480639,R0
col,9006932,6.428480898,-74.72682797,R0
col,9006943,6.394485249,-74.72413603,R0
col,9006548,6.63795218,-74.61230382,R0
col,9006777,6.50026034,-74.6816289,R0
col,9007382,6.174604422,-75.33810134,R5
col,9007980,5.868924028,-75.53498184,R0
col,9007981,5.866956158,-75.51144571,R0
col,9008624,5.574783928,-75.15477224,R0
col,9008619,5.616875569,-75.09296623,R0
col,9008416,5.668111091,-75.09137421,R0
col,9003936,8.050414528,-74.86989782,R0
col,9003825,8.087847116,-74.7570216,R0
col,9003714,8.160821635,-74.81046257,R0
col,9004125,7.910599129,-74.8253107,R5
col,9004096,7.928884539,-74.81949147,R2
col,9004070,7.949781378,-74.81712136,R0
col,9004014,8.016104458,-74.79377383,R0
col,9004197,7.909590078,-74.8850621,R2
col,9004400,7.844715261,-74.79938336,R0
col,9004098,7.946572053,-74.7447896,R0
col,9003910,8.047435055,-74.72108517,R0
col,9007331,6.240526329,-75.26010602,R0
col,9005794,7.012760087,-75.85379628,R0
col,9008017,5.876251864,-75.90871418,R0
col,9007116,6.312201736,-74.47111918,R0
col,9006475,6.715779017,-74.43242309,R0
col,9006588,6.605245477,-74.41850034,R100
col,9006570,6.631502199,-74.38291461,R0
col,9006474,6.658229035,-74.39724858,R100
col,9006853,6.45214817,-74.47195096,R100
col,9006790,6.507414174,-74.39918597,R0
col,9006709,6.538960145,-74.44806832,R100
col,9006933,6.436659583,-74.3837627,R0
col,9006778,6.556370045,-74.61567364,R0
col,9006814,6.468050174,-74.6459117,R0
